cell_id,ctr_x,ctr_y,n_dolmen,n_sites,n_extant,landform_mode,dist_coast_km,elev_m,bathy_grad,curr_p90,curr_mean
496,887500.0,1612500.0,0.0,0.0,0.0,,2.3287592331048597,54.190433502197266,91.37981324231572,,
497,887500.0,1617500.0,0.0,0.0,0.0,,0.3673164527694118,6.526700019836426,17.424059625637828,,
499,887500.0,1627500.0,0.0,0.0,0.0,,0.5377638130961616,9.336190223693848,1.5174358000029564,,
500,887500.0,1632500.0,0.0,0.0,0.0,,0.000809033428239401,80.99958801269531,43.05424083372157,,
503,887500.0,1647500.0,0.0,0.0,0.0,,3.4640849648777827,-2.5,2.0155644370746373,,
504,887500.0,1652500.0,0.0,0.0,0.0,,0.5097245652316398,4.952229976654053,10.260328467535157,,
506,887500.0,1662500.0,0.0,0.0,0.0,,2.372122171046725,2.5873353481292725,9.307234394248933,,
507,887500.0,1667500.0,0.0,0.0,0.0,,3.001744980107179,-0.746589183807373,13.727511753923737,,
508,887500.0,1672500.0,0.0,0.0,0.0,,0.28822307942002834,45.318233489990234,33.53516821811856,,
509,887500.0,1677500.0,0.0,0.0,0.0,,0.7836127979054903,23.339134216308594,12.219954606627782,,
510,887500.0,1682500.0,2.0,2.0,0.0,산록하사면,0.17762057009799442,16.369144439697266,10.683831891589216,,
511,887500.0,1687500.0,0.0,0.0,0.0,,4.375325182039948,0.0,2.375,0.0554732516407967,0.027805905789136887
512,887500.0,1692500.0,0.0,0.0,0.0,,4.305374730500352,0.5,1.6441183047457382,0.14242159426212314,0.07027946412563324
513,887500.0,1697500.0,0.0,0.0,0.0,,5.56463824436851,-4.0,0.5153882032022076,0.1732738226652146,0.08859094232320786
514,887500.0,1702500.0,0.0,0.0,0.0,,9.106573491463642,-1.75,0.9519716382329886,0.18029171526432042,0.09221494197845459
520,887500.0,1732500.0,0.0,0.0,0.0,,0.654717517506791,22.12777328491211,46.244407940647655,0.23836443424224857,0.12169211357831955
548,892500.0,1602500.0,0.0,0.0,0.0,,0.08504547317535296,43.5625,2.6395758400627334,0.02733957692980767,0.013970820233225822
549,892500.0,1607500.0,0.0,0.0,0.0,,3.7149209008980524,299.042724609375,84.83931367405685,,
550,892500.0,1612500.0,0.0,0.0,0.0,,3.7097181095441325,115.32809448242188,25.558730035625395,,
551,892500.0,1617500.0,0.0,0.0,0.0,,0.9452037723655086,11.71843147277832,18.232837616714747,,
552,892500.0,1622500.0,0.0,0.0,0.0,,1.8197738145752318,9.631933212280273,7.769006544317262,,
553,892500.0,1627500.0,2.0,2.0,0.0,구릉정상,2.0347081997537235,28.203344345092773,45.241648984208226,,
554,892500.0,1632500.0,0.0,0.0,0.0,,1.666675686785279,42.71346664428711,48.122355228890925,,
555,892500.0,1637500.0,0.0,0.0,0.0,,0.6146762480616099,22.48574447631836,40.23823265737451,,
556,892500.0,1642500.0,0.0,0.0,0.0,,2.485149129415102,-4.75,7.4626839372997535,,
557,892500.0,1647500.0,0.0,0.0,0.0,,1.2112187468390345,0.4166250228881836,8.319581107602879,,
558,892500.0,1652500.0,16.0,6.0,14.0,산록하사면,0.35608609107231054,3.3899261951446533,1.1206019202065785,,
559,892500.0,1657500.0,0.0,0.0,0.0,,0.3939295824733688,4.201882839202881,5.458728212268725,,
560,892500.0,1662500.0,11.0,6.0,5.0,구릉정상,0.296021263387416,4.167766571044922,3.453132479358295,,
561,892500.0,1667500.0,0.0,0.0,0.0,,2.1802291608390427,-4.0,1.118033988749895,,
563,892500.0,1677500.0,4.0,2.0,4.0,구릉정상 (양 매 3 리),0.3769714492365152,3.2497570514678955,9.736894190853782,,
564,892500.0,1682500.0,15.0,1.0,11.0,구릉정상,1.0896929953743875,2.5526909828186035,6.498379951014442,,
565,892500.0,1687500.0,0.0,0.0,0.0,,3.0954983283538735,-2.0,5.340002340823457,,
566,892500.0,1692500.0,1.0,1.0,1.0,산록하사면,1.2512166884661104,7.152389049530029,7.6434138908310025,,
568,892500.0,1702500.0,0.0,0.0,0.0,,5.440386724810696,-1.5,0.7071067811865476,0.09967492520809179,0.05328955501317978
592,892500.0,1822500.0,0.0,0.0,0.0,,5.927345262948211,-3.75,2.7950849718747373,0.08157381117343904,0.040712933987379074
605,897500.0,1617500.0,0.0,0.0,0.0,,0.5940948444851009,-3.0,11.940695513263188,,
606,897500.0,1622500.0,0.0,0.0,0.0,,1.225292539516837,17.9782772064209,11.951553321093098,,
607,897500.0,1627500.0,0.0,0.0,0.0,,0.370186482019664,-3.0750350952148438,2.1437603085213643,,
608,897500.0,1632500.0,0.0,0.0,0.0,,0.26049681573733957,4.381906032562256,2.1110442566458634,,
610,897500.0,1642500.0,0.0,0.0,0.0,,0.7651577643603462,6.440587997436523,7.882532605142272,,
611,897500.0,1647500.0,0.0,0.0,0.0,,0.3195692548247747,6.373892784118652,16.369684255689684,,
615,897500.0,1667500.0,17.0,6.0,6.0,구릉정상,1.7149464903335543,10.88913345336914,3.7306423891304865,,
616,897500.0,1672500.0,4.0,2.0,2.0,산록하사면,1.0001653702474549,6.08193302154541,14.255053030061504,,
619,897500.0,1687500.0,0.0,0.0,0.0,,0.44596901116672566,9.36376667022705,11.535512562116196,,
620,897500.0,1692500.0,10.0,7.0,7.0,산록하사면,0.8127025553034679,27.068655014038086,68.56693314607202,,
621,897500.0,1697500.0,8.0,2.0,7.0,지 3.5구릉정상,0.8712712066702596,4.2225446701049805,1.2876194092839368,,
622,897500.0,1702500.0,5.0,3.0,5.0,평지,0.4583528516612583,48.75,21.1881690528048,,
623,897500.0,1707500.0,21.0,4.0,23.0,산록하사면,2.2739143700690407,-1.5,3.3000946956110213,,
645,897500.0,1817500.0,0.0,0.0,0.0,,6.867492850358689,10.922704696655273,8.73239265910946,0.17502147257328038,0.08773481845855713
646,897500.0,1822500.0,0.0,0.0,0.0,,1.96381170515223,3.75,3.6168652774166143,0.08157381117343904,0.040712933987379074
647,897500.0,1827500.0,0.0,0.0,0.0,,0.39460525573746075,3.75,7.865217275163103,,
657,902500.0,1607500.0,0.0,0.0,0.0,,3.052773095107408,-3.0,1.8582585934148133,,
658,902500.0,1612500.0,0.0,0.0,0.0,,3.03042794086434,-2.5,0.7905694150420949,,
659,902500.0,1617500.0,0.0,0.0,0.0,,0.6967869209665616,1.8475210666656494,3.9676106859063647,,
660,902500.0,1622500.0,0.0,0.0,0.0,,0.09881412162530007,-2.448655605316162,5.6979858011824875,,
661,902500.0,1627500.0,0.0,0.0,0.0,,2.0481965633124433,12.31671142578125,5.207423070264325,,
662,902500.0,1632500.0,0.0,0.0,0.0,,1.3917523075850093,3.3727333545684814,7.860054764048904,,
663,902500.0,1637500.0,0.0,0.0,0.0,,0.11268956479272416,0.6923333406448364,1.4931746208353243,,
664,902500.0,1642500.0,0.0,0.0,0.0,,0.3060495513268436,4.370922088623047,2.011179376469379,,
665,902500.0,1647500.0,1.0,1.0,0.0,산록하사면,1.368213639824949,12.190555572509766,7.923912846461429,,
666,902500.0,1652500.0,0.0,0.0,0.0,,2.040633559703425,53.821876525878906,19.424899773106436,,
667,902500.0,1657500.0,28.0,3.0,11.0,구릉정상,1.9077190472099115,24.338821411132812,31.492320878988124,,
668,902500.0,1662500.0,6.0,7.0,3.0,구릉사면,1.9102150130530637,49.92113494873047,17.840506099882123,,
669,902500.0,1667500.0,7.0,5.0,9.0,구릉정상,1.664158680599483,6.825333595275879,4.854928353945116,,
670,902500.0,1672500.0,24.0,3.0,24.0,구릉정상,0.5413670294658137,17.671077728271484,6.058213015070815,,
671,902500.0,1677500.0,0.0,0.0,0.0,,2.036100543763042,-2.0,4.189257210212809,,
672,902500.0,1682500.0,1.0,1.0,1.0,구릉사면,1.8534936680546654,8.025510787963867,13.471765207669735,,
673,902500.0,1687500.0,13.0,4.0,10.0,산록하사면,4.343806239441234,209.74122619628906,29.45023934856324,,
674,902500.0,1692500.0,25.0,8.0,15.0,구릉사면,4.844888107354876,66.04759979248047,34.031311300673465,,
675,902500.0,1697500.0,57.0,16.0,46.0,산록하사면,4.681457381141705,4.535810947418213,7.88506665817258,,
676,902500.0,1702500.0,22.0,12.0,19.0,산록하사면,3.9440127013789485,130.12158203125,24.76658173356369,,
677,902500.0,1707500.0,20.0,1.0,14.0,구릉정상,0.24843456797812444,30.279441833496094,25.556328718315164,,
678,902500.0,1712500.0,138.0,19.0,119.0,산록하사면,0.44963353226259395,137.76779174804688,63.041028264205856,0.040772684663534176,0.02107778564095497
679,902500.0,1717500.0,1.0,1.0,1.0,구릉사면,1.4732048709338048,1.0,10.780095757102615,0.09289299696683884,0.046676989644765854
680,902500.0,1722500.0,0.0,0.0,0.0,,3.5153378792579555,-1.5,2.3048861143232218,0.1305331975221634,0.06566808372735977
687,902500.0,1757500.0,0.0,0.0,0.0,,17.125391305078704,0.546470582485199,9.413408507139852,,
688,902500.0,1762500.0,0.0,0.0,0.0,,13.493117623173518,15.424177169799805,0.09684038162231445,,
697,902500.0,1807500.0,0.0,0.0,0.0,,11.304583235581035,-4.5,2.050152433357091,0.1433409005403519,0.07846583425998688
699,902500.0,1817500.0,0.0,0.0,0.0,,6.646917865266259,-2.75,1.625,0.04963835552334786,0.030038977041840553
700,902500.0,1822500.0,0.0,0.0,0.0,,1.7756810049883098,-3.863168239593506,4.251786936348243,,
701,902500.0,1827500.0,0.0,0.0,0.0,,0.07499419015066151,18.879867553710938,15.935930161078796,,
705,907500.0,1577500.0,0.0,0.0,0.0,,2.643336229498788,20.607818603515625,14.21294750072014,,
708,907500.0,1592500.0,0.0,0.0,0.0,,2.763521346089122,-4.0,6.320848439885266,0.03916055783629418,0.023858269676566124
709,907500.0,1597500.0,6.0,2.0,1.0,산록하사면,0.6550889855733562,20.198144912719727,15.435792561259099,,
710,907500.0,1602500.0,1.0,1.0,0.0,산록하사면,1.9805709575467565,-2.75,17.8425418307023,,
711,907500.0,1607500.0,7.0,2.0,5.0,산록하사면/고갯마루,1.1699871822424055,36.28754425048828,19.847576359708263,,
712,907500.0,1612500.0,0.0,0.0,0.0,,0.679789174664622,46.383644104003906,25.730151477238728,,
713,907500.0,1617500.0,0.0,0.0,0.0,,1.012957357799044,0.18974065780639648,1.0977684765513642,,
714,907500.0,1622500.0,28.0,2.0,16.0,산록하사면,1.9702951876462194,10.895289421081543,14.9386571260552,,
715,907500.0,1627500.0,21.0,6.0,12.0,산록하평지(추정),1.173327755577362,7.83504056930542,7.432015125895175,,
716,907500.0,1632500.0,0.0,0.0,0.0,,3.119693896523496,-2.991511106491089,0.8087742535003846,,
717,907500.0,1637500.0,0.0,0.0,0.0,,0.22476529627709066,0.09347569942474365,1.7212969595061594,,
719,907500.0,1647500.0,0.0,0.0,0.0,,0.47386353479266174,5.510817527770996,23.028515576236135,,
720,907500.0,1652500.0,28.0,8.0,27.0,산록하평지,4.980354558800353,27.82936668395996,25.660711315269324,,
721,907500.0,1657500.0,0.0,0.0,0.0,,5.672934116842503,124.96639251708984,20.798224849128136,,
722,907500.0,1662500.0,16.0,7.0,13.0,산록하사면,5.552958787540423,88.78484344482422,85.78236480062174,,
723,907500.0,1667500.0,68.0,15.0,44.0,구릉정상,4.92964998027305,24.113245010375977,29.132285597744975,,
724,907500.0,1672500.0,47.0,10.0,33.0,산록하사면,4.008307982423112,17.795122146606445,5.406654848819456,,
725,907500.0,1677500.0,9.0,5.0,2.0,평지,2.9635391443803454,48.62248992919922,6.263015722267875,,
726,907500.0,1682500.0,5.0,5.0,1.0,산록하사면,4.505036479215401,52.44883346557617,12.385036598229199,,
727,907500.0,1687500.0,18.0,4.0,11.0,산록하사면,8.347309952563283,67.08131408691406,5.861638675019105,,
728,907500.0,1692500.0,23.0,4.0,26.0,37.3 평지,9.764354930128187,31.30801010131836,28.998873069634634,,
729,907500.0,1697500.0,65.0,14.0,25.0,산록하평지,8.799153246016804,31.439077377319336,9.949039026244971,,
730,907500.0,1702500.0,82.0,14.0,77.0,산록하사면,4.131824743989063,11.696000099182129,7.861657997476432,,
731,907500.0,1707500.0,91.0,26.0,58.0,구릉정상,2.440052618548328,25.448143005371094,21.657856138903476,,
732,907500.0,1712500.0,117.0,28.0,77.0,산록하사면,5.2236374298828,46.83494567871094,17.16708235811682,,
733,907500.0,1717500.0,32.0,10.0,12.0,산록하사면,3.0794879505294426,13.786922454833984,22.580116138683433,,
734,907500.0,1722500.0,86.0,9.0,68.0,"능선의 말단부로, 비교적 평탄한 지형에 해당",1.0525230474041354,12.216811180114746,6.110148049773133,,
735,907500.0,1727500.0,0.0,0.0,0.0,,1.9375709667958083,4.153695583343506,1.625,,
736,907500.0,1732500.0,0.0,0.0,0.0,,0.9408417220857087,-2.0,6.896236738394082,,
737,907500.0,1737500.0,0.0,0.0,0.0,,1.0555070618838613,7.000466346740723,6.255642982589387,,
741,907500.0,1757500.0,0.0,0.0,0.0,,14.356400603329336,5.5,32.1553944329792,,
758,912500.0,1572500.0,0.0,0.0,0.0,,0.7279177214461328,154.8398895263672,64.53750004366844,,
759,912500.0,1577500.0,0.0,0.0,0.0,,0.43111285969559,6.389479637145996,14.548356380051612,,
761,912500.0,1587500.0,0.0,0.0,0.0,,2.0458224414325916,39.520973205566406,32.38076942446283,,
762,912500.0,1592500.0,0.0,0.0,0.0,,1.97557369156106,150.2801513671875,49.805299004129516,,
763,912500.0,1597500.0,0.0,0.0,0.0,,3.4542340195015377,35.408634185791016,26.945834151561613,,
764,912500.0,1602500.0,28.0,7.0,30.0,산록하사면,2.7873607728758034,51.31037902832031,36.50782876770325,,
765,912500.0,1607500.0,245.0,8.0,89.0,산록하평지,4.8472374962690115,5.843733310699463,9.340886779953943,,
766,912500.0,1612500.0,90.0,6.0,79.0,평지,1.2630209662432195,109.26298522949219,38.694548391274544,,
767,912500.0,1617500.0,0.0,0.0,0.0,,0.9008784844871741,53.11711120605469,28.264797216420664,,
768,912500.0,1622500.0,8.0,1.0,0.0,,3.181908416101287,18.229211807250977,13.288267442774316,,
769,912500.0,1627500.0,0.0,0.0,0.0,,0.7755621394786035,11.529622077941895,5.882587401775567,,
770,912500.0,1632500.0,3.0,1.0,1.0,평지,0.11859882175956156,0.4779447615146637,4.01477568532698,,
771,912500.0,1637500.0,28.0,5.0,15.0,산록하사면,2.1585193761496346,10.624799728393555,7.639719699509241,,
772,912500.0,1642500.0,0.0,0.0,0.0,,1.1250298836575943,80.2679672241211,61.247066811418655,,
774,912500.0,1652500.0,11.0,2.0,6.0,구릉정상,0.20279275090356613,0.20197400450706482,4.777550494552493,,
775,912500.0,1657500.0,10.0,4.0,9.0,구릉사면,1.7164966313189076,30.367189407348633,2.1952643831842535,,
776,912500.0,1662500.0,169.0,23.0,129.0,구릉사면,6.251142092777663,40.067657470703125,25.71253590366254,,
777,912500.0,1667500.0,42.0,11.0,33.0,구릉사면,9.752907390923154,15.053661346435547,24.54284655835929,,
778,912500.0,1672500.0,0.0,0.0,0.0,,8.61910575956439,17.910179138183594,12.904106593780051,,
779,912500.0,1677500.0,10.0,6.0,2.0,산록하사면,7.963178832523732,172.84027099609375,33.132889383925274,,
780,912500.0,1682500.0,0.0,0.0,0.0,,8.774466240220168,165.16299438476562,69.15385433026483,,
781,912500.0,1687500.0,2.0,2.0,0.0,산록하평지,11.56820608954087,163.2188720703125,37.647185905919,,
782,912500.0,1692500.0,7.0,4.0,5.0,170.2 지석묘는 불갑저수지 남쪽 로터리 ,14.738124495004394,90.89471435546875,1.760796767260357,,
783,912500.0,1697500.0,22.0,9.0,6.0,구릉정상,11.12703652943451,88.04904174804688,69.59117689190396,,
784,912500.0,1702500.0,11.0,2.0,4.0,산록하사면,7.966041664184427,14.19432258605957,11.027580235294966,,
785,912500.0,1707500.0,7.0,1.0,4.0,,7.287297006687351,21.795711517333984,10.040930387730151,,
786,912500.0,1712500.0,9.0,7.0,5.0,산록하사면,9.27215856110164,61.314453125,11.052561463423388,,
787,912500.0,1717500.0,67.0,10.0,34.0,산록하사면,7.652466649180387,49.810211181640625,46.47711484289957,,
788,912500.0,1722500.0,35.0,11.0,16.0,산록하사면,4.517224895535532,83.21771240234375,17.71946574334208,,
790,912500.0,1732500.0,0.0,0.0,0.0,,0.54514782940462,10.906444549560547,43.653381796586906,,
791,912500.0,1737500.0,0.0,0.0,0.0,,4.240931333930202,387.5914306640625,84.84255654477684,,
792,912500.0,1742500.0,0.0,0.0,0.0,,0.798121198415087,5.463188648223877,13.499937057499269,,
795,912500.0,1757500.0,0.0,0.0,0.0,,9.64339122867853,-2.0,3.074593469062211,,
798,912500.0,1772500.0,0.0,0.0,0.0,,0.4308229567351793,8.81898021697998,1.9989295242180072,0.0695816144347191,0.03564302995800972
799,912500.0,1777500.0,0.0,0.0,0.0,,2.11219515093496,-3.0,3.3354160160315836,0.0841658413410187,0.043350700289011
800,912500.0,1782500.0,0.0,0.0,0.0,,7.08849893822924,4.292568206787109,1.75692287296165,0.07296976000070575,0.03774109482765198
802,912500.0,1792500.0,0.0,0.0,0.0,,2.2846876043925812,-2.0,2.38812164681785,,
803,912500.0,1797500.0,0.0,0.0,0.0,,0.1514941734636316,5.567535400390625,5.031283506508086,,
804,912500.0,1802500.0,0.0,0.0,0.0,,0.8715773250324893,0.25,3.810351180710835,,
805,912500.0,1807500.0,0.0,0.0,0.0,,2.321416156993633,-3.5,1.3975424859373686,,
806,912500.0,1812500.0,0.0,0.0,0.0,,1.182827023491902,1.0029889345169067,3.104034632609554,,
808,912500.0,1822500.0,0.0,0.0,0.0,,0.9602826792329014,94.33552551269531,41.94916542135094,,
809,912500.0,1827500.0,0.0,0.0,0.0,,0.020815097570489882,13.566160202026367,14.80498758523692,,
811,917500.0,1567500.0,0.0,0.0,0.0,,4.572500775010472,7.757758140563965,26.51164425524001,0.34365753531455995,0.18464894592761993
813,917500.0,1577500.0,0.0,0.0,0.0,,0.07210938294418372,23.698232650756836,15.06698555592641,,
816,917500.0,1592500.0,0.0,0.0,0.0,,0.21882699358939936,14.303878784179688,49.01926678078845,,
817,917500.0,1597500.0,0.0,0.0,0.0,,1.6917220553402275,78.26414489746094,24.531594177616935,,
818,917500.0,1602500.0,0.0,0.0,0.0,,3.46193854518267,83.0849609375,18.07236605676949,,
819,917500.0,1607500.0,0.0,0.0,0.0,,7.230401285026659,303.4785461425781,159.80947430312105,,
820,917500.0,1612500.0,0.0,0.0,0.0,,5.582705805232207,106.23043823242188,94.9248119839834,,
821,917500.0,1617500.0,0.0,0.0,0.0,,5.675736415692769,57.545677185058594,37.435260707796445,,
822,917500.0,1622500.0,0.0,0.0,0.0,,3.576861076474175,286.91754150390625,56.66041128307827,,
823,917500.0,1627500.0,5.0,3.0,5.0,산록하사면,0.38832435484620886,1.1442400217056274,3.24834688270572,,
824,917500.0,1632500.0,6.0,1.0,8.0,구릉정상부,3.631763883437358,198.32496643066406,97.88270099962648,,
825,917500.0,1637500.0,87.0,16.0,63.0,구릉정상부,6.167266966524652,33.45414352416992,6.565860099572927,,
826,917500.0,1642500.0,78.0,13.0,79.0,산록하평지,2.1052099405273332,0.10058090090751648,12.043000202567315,,
827,917500.0,1647500.0,0.0,0.0,0.0,,0.512506350430183,1.9118777513504028,3.2356206527212703,,
828,917500.0,1652500.0,22.0,2.0,22.0,구릉사면,1.1628285300217336,16.911632537841797,4.83589201414644,,
829,917500.0,1657500.0,3.0,2.0,3.0,구릉정상부,1.8643185550621388,3.556166648864746,4.15287201217447,,
830,917500.0,1662500.0,54.0,10.0,38.0,구릉사면,6.341189792529083,18.919198989868164,1.5510716330883048,,
831,917500.0,1667500.0,36.0,7.0,26.0,산록하사면,11.133871577990071,3.5418214797973633,17.51277179458052,,
832,917500.0,1672500.0,10.0,4.0,10.0,산록하사면,13.468883357706265,6.228111267089844,6.73301957958588,,
833,917500.0,1677500.0,21.0,4.0,12.0,산록하사면,12.96281852066712,17.83348846435547,11.93071519847366,,
834,917500.0,1682500.0,53.0,9.0,42.0,평지(추정),13.482991135632009,52.84638977050781,49.4449350802257,,
835,917500.0,1687500.0,9.0,2.0,1.0,구릉정상,15.586365771350426,51.27572250366211,21.254544877973892,,
836,917500.0,1692500.0,0.0,0.0,0.0,,18.18103154773402,107.0719985961914,57.33595591781124,,
837,917500.0,1697500.0,53.0,14.0,37.0,산록하사면,14.839029146404824,225.302490234375,154.81588286172445,,
838,917500.0,1702500.0,29.0,7.0,26.0,산록하사면,12.642929402476472,45.43769073486328,42.36448143760096,,
839,917500.0,1707500.0,16.0,8.0,10.0,평지,12.226632477675787,35.42646789550781,7.748009918708777,,
840,917500.0,1712500.0,27.0,9.0,18.0,구릉사면,13.582771176908695,39.47913360595703,6.759107982242515,,
841,917500.0,1717500.0,76.0,20.0,67.0,산록하사면,10.240092579109307,49.52045440673828,16.582607575708245,,
842,917500.0,1722500.0,17.0,2.0,16.0,구릉정상,5.245042673917225,144.072509765625,43.96543777646799,,
843,917500.0,1727500.0,34.0,6.0,10.0,산록하사면,0.24999276872514373,19.86888885498047,72.5527575268094,,
844,917500.0,1732500.0,0.0,0.0,0.0,,0.21257102128108005,-0.2937292158603668,10.45206176494925,,
845,917500.0,1737500.0,0.0,0.0,0.0,,4.729681718443542,297.99908447265625,22.726305539527523,,
846,917500.0,1742500.0,0.0,0.0,0.0,,3.3713652899881352,303.93878173828125,58.54962686478965,,
847,917500.0,1747500.0,0.0,0.0,0.0,,1.0333379331961572,-0.17687027156352997,1.0987009139587287,,
848,917500.0,1752500.0,0.0,0.0,0.0,,3.64724651010275,1.1314131021499634,0.43160106824587446,,
849,917500.0,1757500.0,0.0,0.0,0.0,,5.466603195352035,-2.75,1.1524430571616109,,
850,917500.0,1762500.0,0.0,0.0,0.0,,4.502688753868712,-2.304872989654541,1.9342448271656991,,
851,917500.0,1767500.0,0.0,0.0,0.0,,2.3663960814848637,-1.75,1.5811388300841898,0.03380710780620576,0.01753329113125801
852,917500.0,1772500.0,0.0,0.0,0.0,,0.4292326865184514,3.0949666500091553,6.035616254575032,0.0695816144347191,0.03564302995800972
853,917500.0,1777500.0,0.0,0.0,0.0,,1.6259846856417908,-3.0,2.763918892342633,0.0841658413410187,0.043350700289011
854,917500.0,1782500.0,0.0,0.0,0.0,,5.891624704821275,-2.5,1.25,0.07296976000070575,0.03774109482765198
855,917500.0,1787500.0,0.0,0.0,0.0,,3.263167780732011,-3.0,0.9762812094883317,0.034623841196298626,0.018574638292193413
857,917500.0,1797500.0,0.0,0.0,0.0,,0.5901165686952656,9.049022674560547,10.631956019284898,,
858,917500.0,1802500.0,0.0,0.0,0.0,,1.6133616158907,3.964388847351074,7.3882720182427555,,
859,917500.0,1807500.0,0.0,0.0,0.0,,2.32365680518631,104.36296844482422,38.212724917334405,,
860,917500.0,1812500.0,0.0,0.0,0.0,,0.7113573577570351,18.177276611328125,26.68708619378734,,
861,917500.0,1817500.0,0.0,0.0,0.0,,0.04429214887504882,3.7507221698760986,9.725890422556919,,
862,917500.0,1822500.0,0.0,0.0,0.0,,3.325103397712689,53.497886657714844,39.62041703359771,,
863,917500.0,1827500.0,0.0,0.0,0.0,,2.0743665034356638,29.873634338378906,12.726435403304832,,
866,922500.0,1572500.0,0.0,0.0,0.0,,1.126729152725735,49.816078186035156,58.84365244389373,,
867,922500.0,1577500.0,0.0,0.0,0.0,,0.6875988231186896,168.75,59.41709295854867,,
870,922500.0,1592500.0,0.0,0.0,0.0,,0.32223139604358153,-4.25,20.431427559017596,,
871,922500.0,1597500.0,0.0,0.0,0.0,,1.4382247589663395,66.94718933105469,44.39450454831359,,
872,922500.0,1602500.0,0.0,0.0,0.0,,0.7988529915976174,-4.0,4.066918814552265,,
873,922500.0,1607500.0,0.0,0.0,0.0,,3.9972101090217107,132.32510375976562,140.6272756308614,,
874,922500.0,1612500.0,1.0,1.0,0.0,산으로 이어지는 능선에서 남동쪽으로 뻗은 나,7.390756360625966,136.7843475341797,76.68964915774421,,
875,922500.0,1617500.0,57.0,8.0,38.0,평지,8.224784643769219,59.177391052246094,26.59369184952285,,
876,922500.0,1622500.0,24.0,5.0,4.0,산록하사면,4.933644895621228,18.93755531311035,6.834289055199549,,
877,922500.0,1627500.0,8.0,2.0,3.0,구릉정상,2.9879172422641016,33.21503448486328,35.015666283134664,,
878,922500.0,1632500.0,21.0,1.0,22.0,구릉사면(평지로 이어지는 나지막한 구릉사면),6.596548107696088,277.01666259765625,67.32155338468893,,
879,922500.0,1637500.0,0.0,0.0,0.0,,6.696620255017695,187.21237182617188,54.13037486260878,,
880,922500.0,1642500.0,42.0,8.0,52.0,평지,2.0596408295458617,47.90480041503906,81.52364678654071,,
881,922500.0,1647500.0,5.0,1.0,5.0,구릉정상부,0.07067562857202263,2.6094255447387695,3.7044906725233657,,
882,922500.0,1652500.0,19.0,5.0,19.0,구릉사면,4.616964376637237,6.356988906860352,3.18482879425471,,
883,922500.0,1657500.0,20.0,5.0,18.0,구릉정상부,6.36896440314599,30.527833938598633,6.978884882313893,,
884,922500.0,1662500.0,110.0,12.0,104.0,구릉사면,8.92959955880286,18.689254760742188,5.827063610338154,,
885,922500.0,1667500.0,110.0,19.0,100.0,산록하사면,12.911332829521081,20.840089797973633,30.411921484064365,,
886,922500.0,1672500.0,43.0,9.0,29.0,산록하사면,17.426051835937063,128.7676239013672,10.366238562683813,,
887,922500.0,1677500.0,0.0,0.0,0.0,,17.96245820881051,121.60227966308594,22.84089044819497,,
888,922500.0,1682500.0,4.0,1.0,4.0,,18.34641224126121,73.54411315917969,36.22494973506363,,
889,922500.0,1687500.0,2.0,2.0,1.0,평지,19.95182560600734,43.94280242919922,10.055534826366038,,
890,922500.0,1692500.0,6.0,2.0,6.0,구릉정상부,21.83885876643241,47.45338821411133,9.943547563174462,,
891,922500.0,1697500.0,29.0,8.0,25.0,구릉정상,19.146347695796546,114.65559387207031,34.90061575531768,,
892,922500.0,1702500.0,240.0,19.0,240.0,산록하사면,17.499414503247987,274.4558410644531,84.56102116414925,,
893,922500.0,1707500.0,83.0,24.0,39.0,구릉정상,17.20105769493952,58.09967803955078,11.371313076362386,,
894,922500.0,1712500.0,23.0,7.0,21.0,구릉정상,14.921070301640237,41.695621490478516,7.219026068326177,,
895,922500.0,1717500.0,72.0,18.0,36.0,산록하사면,10.180333562984686,101.42253112792969,12.74278689407957,,
896,922500.0,1722500.0,2.0,2.0,0.0,산록하사면,5.624237984416284,112.79672241210938,61.24922136165553,,
897,922500.0,1727500.0,2.0,2.0,0.0,,2.223843807034492,162.49099731445312,72.55822158839976,,
899,922500.0,1737500.0,0.0,0.0,0.0,,3.971962867757843,172.13926696777344,125.27111987902971,,
900,922500.0,1742500.0,0.0,0.0,0.0,,5.968607757154977,174.87283325195312,49.87465259967478,,
901,922500.0,1747500.0,0.0,0.0,0.0,,2.931836903058118,21.67865562438965,23.643897985172497,,
902,922500.0,1752500.0,0.0,0.0,0.0,,1.3139924352907923,0.04703435301780701,2.0072480669892547,,
903,922500.0,1757500.0,0.0,0.0,0.0,,2.6841650818207645,-1.780695915222168,2.7029561018410133,,
904,922500.0,1762500.0,0.0,0.0,0.0,,3.578162002635874,0.3461419939994812,0.6165326946835363,,
905,922500.0,1767500.0,0.0,0.0,0.0,,1.4027065340573344,3.150688886642456,0.5405825610995715,,
906,922500.0,1772500.0,0.0,0.0,0.0,,3.323727407708864,2.925466537475586,0.9531960143909834,,
907,922500.0,1777500.0,0.0,0.0,0.0,,1.0937391845769564,-1.2409242391586304,1.4506181937424416,,
909,922500.0,1787500.0,0.0,0.0,0.0,,0.03885948031034581,8.821331977844238,3.498538155091044,,
910,922500.0,1792500.0,0.0,0.0,0.0,,3.5869661843933134,56.77156448364258,39.42219908467234,,
911,922500.0,1797500.0,0.0,0.0,0.0,,3.1450255565578056,194.32260131835938,57.251089248657784,,
