cell_id,ctr_x,ctr_y,n_dolmen,n_sites,n_extant,landform_mode,dist_coast_km,elev_m,bathy_grad,curr_p90,curr_mean
403,877500.0,1687500.0,0.0,0.0,0.0,,3.185935154529343,-2.75,2.5310570914145734,0.11999353170394905,0.057713281363248825
405,877500.0,1697500.0,0.0,0.0,0.0,,13.158210497038954,-4.0,0.39528470752104744,0.2085163921117783,0.104342021048069
440,882500.0,1602500.0,0.0,0.0,0.0,,4.444468552027447,77.23784637451172,38.595722101463544,,
441,882500.0,1607500.0,0.0,0.0,0.0,,4.597446512783173,26.70778465270996,36.45059369927146,,
442,882500.0,1612500.0,0.0,0.0,0.0,,1.072640317091769,71.9695816040039,64.61414901277216,,
451,882500.0,1657500.0,0.0,0.0,0.0,,1.368942624952299,-4.0,0.3535533905932738,,
452,882500.0,1662500.0,0.0,0.0,0.0,,2.215910068345958,4.75,5.117686898098816,,
453,882500.0,1667500.0,0.0,0.0,0.0,,4.479687850083029,-3.5,3.75,,
454,882500.0,1672500.0,0.0,0.0,0.0,,1.6817962923353034,-1.2387162446975708,2.255977018422392,,
455,882500.0,1677500.0,7.0,3.0,3.0,구릉정상,0.803508803819015,47.14691925048828,16.715222599221338,,
456,882500.0,1682500.0,0.0,0.0,0.0,,3.0697103921273547,-3.0,3.14586162315022,,
457,882500.0,1687500.0,0.0,0.0,0.0,,5.412781257887849,-4.0,6.1000076340746725,0.0554732516407967,0.027805905789136887
459,882500.0,1697500.0,0.0,0.0,0.0,,9.86019619282592,-2.5,1.5662455107677085,0.1732738226652146,0.08859094232320786
494,887500.0,1602500.0,0.0,0.0,0.0,,2.1115730315195957,29.06624412536621,21.923652786752545,,
495,887500.0,1607500.0,0.0,0.0,0.0,,4.668404025314002,59.16870880126953,29.166438006293525,,
