cell_id,ctr_x,ctr_y,n_dolmen,n_sites,n_extant,landform_mode,dist_coast_km,elev_m,bathy_grad,curr_p90,curr_mean,marine_dist_km,marine_curr_p90,marine_curr_mean,marine_depth,marine_grad,risk_score,landform_g,y,dist_coast_km_z,elev_m_z,marine_curr_p90_z,marine_grad_z,marine_depth_z
287,867500.0,1647500.0,0.0,0.0,0.0,,2.6807287129809394,11.740689277648926,13.008256341651828,,,12.1014553079144,0.04814613983035089,0.026670583,7.5,5.482928049865327,-0.4027570885145556,기타,0,-0.9479047365754254,-0.8132136535719163,-0.08144587470253299,0.4250924733117192,-0.3841451
288,867500.0,1652500.0,0.0,0.0,0.0,,0.20324543033492123,21.04271125793457,27.89910858231388,,,11.569610982631996,0.045706267654895785,0.02389438,6.5,0.75,0.2072586866507756,기타,0,-1.050305806350893,-0.7689473313779689,-0.16513467659556272,-0.520505339940375,-0.49225852
289,867500.0,1657500.0,4.0,1.0,4.0,구릉정상,0.4300109879920738,28.320098876953125,26.795913289560282,,,6.83575704327955,0.045706267654895785,0.02389438,6.5,0.75,0.2072586866507756,구릉,4,-1.0409329739063802,-0.7343158087094075,-0.16513467659556272,-0.520505339940375,-0.49225852
293,867500.0,1677500.0,2.0,2.0,1.0,산록하사면,1.3418830999824118,30.893068313598633,47.7016628892278,,,4.265645218727525,0.22997393310070038,0.1027303,21.0,1.3287682265918312,3.2185620943123614,산록,2,-1.003242838751766,-0.7220716004803669,6.155335839819317,-0.40487248778649515,1.0753858
295,867500.0,1687500.0,0.0,0.0,0.0,,7.552814825722266,-3.25,4.72526454285895,0.16695691049098974,0.07698974013328552,3.5505074256246294,0.16695691049098974,0.07698974,14.0,2.1286732957408003,2.051500364579965,기타,0,-0.7465282697885071,-0.88455112007975,3.9938213251956425,-0.24505841999857408,0.318592
337,872500.0,1627500.0,0.0,0.0,0.0,,3.1739507002943568,-1.0,13.350111833393802,,,12.90065708107346,0.033430299907922754,0.020922309,19.0,4.751644452187053,-0.5490235338271147,기타,0,-0.9275185408374127,-0.8738438539447668,-0.5862063389378807,0.278988378014649,0.859159
338,872500.0,1632500.0,0.0,0.0,0.0,,4.316324917026036,-2.0,5.875,,,16.503087499323573,0.1176545768976212,0.061357733,14.0,1.3806701271484076,1.327379907930193,기타,0,-0.8803011316638993,-0.8786026388936482,2.302727311965273,-0.3945029399816594,0.318592
339,872500.0,1637500.0,0.0,0.0,0.0,,0.32614525276765227,2.4381794929504395,8.5194207295173,,,19.117417667486308,0.04814613983035089,0.026670583,7.5,5.482928049865327,-0.4027570885145556,기타,0,-1.0452260250339085,-0.8574822971221615,-0.08144587470253299,0.4250924733117192,-0.3841451
340,872500.0,1642500.0,34.0,8.0,33.0,산록하사면,0.255081016186214,0.25,19.688508351568842,,,17.424415664378326,0.04814613983035089,0.026670583,7.5,5.482928049865327,-0.4027570885145556,산록,34,-1.0481633017048309,-0.867895372758665,-0.08144587470253299,0.4250924733117192,-0.3841451
341,872500.0,1647500.0,1.0,1.0,1.0,지석묘는 장산중학교에서 서쪽으로 70여m 떨,1.203665389962814,49.322410583496094,13.45641384592015,,,16.35463450025768,0.045706267654895785,0.02389438,6.5,0.75,0.2072586866507756,기타,1,-1.008955749699365,-0.6343703238685948,-0.16513467659556272,-0.520505339940375,-0.49225852
342,872500.0,1652500.0,6.0,1.0,2.0,산록하사면,0.6610357231056772,-4.5,6.1625968332820085,,,11.41690613530329,0.045706267654895785,0.02389438,6.5,0.75,0.2072586866507756,산록,6,-1.031384098163832,-0.8904996012658518,-0.16513467659556272,-0.520505339940375,-0.49225852
343,872500.0,1657500.0,0.0,0.0,0.0,,1.2821059333193288,-1.25,8.109414686636017,,,6.573995875236994,0.045706267654895785,0.02389438,6.5,0.75,0.2072586866507756,기타,0,-1.0057135903638246,-0.8750335501819871,-0.16513467659556272,-0.520505339940375,-0.49225852
345,872500.0,1667500.0,0.0,0.0,0.0,,5.75314400074801,5.932886123657227,14.06801656890713,0.0574630215764046,0.03281994163990021,2.1846372833568886,0.0574630215764046,0.03281994,17.5,4.544914740674461,-0.1174663535238946,기타,0,-0.8209135215526431,-0.840851739807198,0.23812769908964104,0.2376855817158323,0.69698894
347,872500.0,1677500.0,24.0,7.0,25.0,산록하사면,2.549264480375244,10.492547988891602,8.090527643290352,,,5.314362152147342,0.03535118028521538,0.019821664,3.25,3.923088706618804,-0.40284748005508214,산록,24,-0.9533385080766629,-0.8191532895509321,-0.520319208057565,0.11345015454871478,-0.8436271
348,872500.0,1682500.0,0.0,0.0,0.0,,0.7210557250601997,2.9942917823791504,12.576290862794856,,,3.8580291640497286,0.16695691049098974,0.07698974,14.0,2.1286732957408003,2.051500364579965,기타,0,-1.028903309513866,-0.8548358783293403,3.9938213251956425,-0.24505841999857408,0.318592
